REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_ZINC_TRANSPORTERS,REACTOME_METAL_ION_SLC_TRANSPORTERS,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NAPLUS_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ORGANIC_CATION_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ORGANIC_ANION_TRANSPORT,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_FATTY_ACIDS,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,REACTOME_CD28_CO_STIMULATION,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CD28_CO_STIMULATION,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,REACTOME_CD28_CO_STIMULATION,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,REACTOME_PEPTIDE_HORMONE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SPHINGOLIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CTLA4_INHIBITORY_SIGNALING,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PD_1_SIGNALING,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,REACTOME_HEMOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,REACTOME_HEMOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,REACTOME_HEMOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,REACTOME_HEMOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DEADENYLATION_OF_MRNA,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNAL_AMPLIFICATION,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,REACTOME_SIGNAL_AMPLIFICATION,REACTOME_HEMOSTASIS,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,REACTOME_METABOLISM_OF_RNA,REACTOME_DISEASE,REACTOME_INFLUENZA_INFECTION,REACTOME_INFECTIOUS_DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,REACTOME_METABOLISM_OF_RNA,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,REACTOME_METABOLISM_OF_RNA,REACTOME_TRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE,REACTOME_METABOLISM_OF_RNA,REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,REACTOME_TRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,REACTOME_METABOLISM_OF_RNA,REACTOME_TRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION,REACTOME_METABOLISM_OF_RNA,REACTOME_TRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION,REACTOME_METABOLISM_OF_RNA,REACTOME_TRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,REACTOME_METABOLISM_OF_RNA,REACTOME_RRNA_PROCESSING,REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION,REACTOME_METABOLISM_OF_RNA,REACTOME_RRNA_PROCESSING,REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MRNA_EDITING:_C_TO_U_CONVERSION,REACTOME_METABOLISM_OF_RNA,REACTOME_MRNA_EDITING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRNA_PROCESSING,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RRNA_PROCESSING,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,REACTOME_METABOLISM_OF_RNA,REACTOME_GENE_EXPRESSION_TRANSCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MRNA_EDITING,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION,REACTOME_METABOLISM_OF_RNA,REACTOME_RRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL,REACTOME_METABOLISM_OF_RNA,REACTOME_RRNA_PROCESSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_1_SIGNALING,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_NOD1_2_SIGNALING_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_1_SIGNALING,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,REACTOME_MTOR_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_INTERLEUKIN_17_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING,REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,REACTOME_DNA_REPAIR,REACTOME_DNA_DAMAGE_BYPASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,REACTOME_DNA_REPAIR,REACTOME_DNA_DAMAGE_BYPASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,REACTOME_DNA_REPAIR,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,REACTOME_DNA_DAMAGE_BYPASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MISMATCH_REPAIR,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,REACTOME_DNA_REPAIR,REACTOME_DISEASE,REACTOME_MISMATCH_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,REACTOME_DNA_REPAIR,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,REACTOME_DNA_DAMAGE_BYPASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,REACTOME_DNA_REPAIR,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,REACTOME_DNA_DAMAGE_BYPASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,REACTOME_DNA_REPAIR,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HOMOLOGY_DIRECTED_REPAIR,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA,REACTOME_DNA_REPAIR,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,REACTOME_DNA_REPAIR,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,REACTOME_DNA_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_HOMOLOGY_DIRECTED_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DNA_DAMAGE_BYPASS,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DNA_DAMAGE_REVERSAL,REACTOME_DNA_REPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
